"L","M","U","x","G","Seasonality","drug"
0.0240933342224442,0.0974778610345277,0.189396441609783,28,"Diagnostic","sesonality1","Drug A"
0.0224001543708769,0.0946777820779623,0.18487870032701,29,"Diagnostic","sesonality1","Drug A"
0.0241276730874021,0.0997313132682274,0.190023916468004,30,"Diagnostic","sesonality1","Drug A"
0.0225677345971408,0.098251339093431,0.187687625130976,31,"Diagnostic","sesonality1","Drug A"
0.0219989681799981,0.0965995818926455,0.188520321214001,32,"Diagnostic","sesonality1","Drug A"
0.0202300778934583,0.0933322429028589,0.186286370823533,33,"Diagnostic","sesonality1","Drug A"
0.0222732243989124,0.0984581572868907,0.192590613009738,34,"Diagnostic","sesonality1","Drug A"
0.0226294814431525,0.0991908982365909,0.19021046416431,35,"Diagnostic","sesonality1","Drug A"
0.0227816129369574,0.0966364600653836,0.190961222598994,36,"Diagnostic","sesonality1","Drug A"
0.0235084835637901,0.0971720987652982,0.187444429164362,37,"Diagnostic","sesonality1","Drug A"
0.0243244123705885,0.098971684672548,0.190257728310009,38,"Diagnostic","sesonality1","Drug A"
0.0217114515811681,0.0936567124717734,0.183314580063549,39,"Diagnostic","sesonality1","Drug A"
NA,NA,NA,40,"Diagnostic","sesonality1","Drug A"
-0.00764687104957512,0.0743125508203102,0.166949240428128,1,"Fitness","sesonality2","Drug A"
-0.00829424321853814,0.0771924732668287,0.168844134358481,2,"Fitness","sesonality2","Drug A"
-0.00528137798011665,0.0778403993413924,0.171318968306735,3,"Fitness","sesonality2","Drug A"
-0.00327640608858016,0.0787363642850537,0.171849306758227,4,"Fitness","sesonality2","Drug A"
-0.00125435467145325,0.0807686709987937,0.172255751719675,5,"Fitness","sesonality2","Drug A"
0.000448497010296048,0.0832982045364179,0.17750226283615,6,"Fitness","sesonality2","Drug A"
0.00272191704146222,0.0858775282257142,0.178738706009444,7,"Fitness","sesonality2","Drug A"
0.00273480661479212,0.08489764211671,0.17943288089078,8,"Fitness","sesonality2","Drug A"
0.00524727613816021,0.088501196170558,0.181813803286866,9,"Fitness","sesonality2","Drug A"
0.00799154134728586,0.0929777386429634,0.187061474619601,10,"Fitness","sesonality2","Drug A"
0.00900975588162189,0.0957464992438681,0.186172247137675,11,"Fitness","sesonality2","Drug A"
0.00957461438754651,0.0941142164493763,0.187423529203209,12,"Fitness","sesonality2","Drug A"
0.0132085142434265,0.0965086376023626,0.188322587483713,13,"Fitness","sesonality2","Drug A"
0.0132825795476628,0.0946486934528563,0.189307979813737,14,"Fitness","sesonality2","Drug A"
0.0159376646481463,0.0997622183690881,0.19437011573765,15,"Fitness","sesonality2","Drug A"
0.0208901732760033,0.103094059642558,0.197995119706875,16,"Fitness","sesonality2","Drug A"
0.0198947281813545,0.103878483832104,0.197177269612105,17,"Fitness","sesonality2","Drug A"
0.0215787033365141,0.106628387040267,0.198168008533463,18,"Fitness","sesonality2","Drug A"
0.0228798442851529,0.104917341783275,0.198382920807676,19,"Fitness","sesonality2","Drug A"
0.0256707215262922,0.110133429186739,0.202288661229091,20,"Fitness","sesonality2","Drug A"
0.0281452611326036,0.112196503557615,0.205692922310873,21,"Fitness","sesonality2","Drug A"
0.0280272845712016,0.112505642321355,0.206708791339096,22,"Fitness","sesonality2","Drug A"
0.0331881535484942,0.116631843306984,0.209446680831515,23,"Fitness","sesonality2","Drug A"
0.0338330208028832,0.115763797466618,0.207911150863838,24,"Fitness","sesonality2","Drug A"
0.0370317650267771,0.118185352464347,0.210270130223939,25,"Fitness","sesonality2","Drug A"
0.0414389983112411,0.122690218702879,0.2165628798643,26,"Fitness","sesonality2","Drug A"
0.0413042701773744,0.124296410451077,0.215913209829666,27,"Fitness","sesonality2","Drug A"
0.0447563105478805,0.124660324108326,0.218336116830857,28,"Fitness","sesonality2","Drug A"
0.0472315496723776,0.128419451089858,0.21997825758268,29,"Fitness","sesonality2","Drug A"
0.0501569335756239,0.132595895723805,0.224663556283298,30,"Fitness","sesonality2","Drug A"
0.0536978979370466,0.13476654378963,0.22623108280112,31,"Fitness","sesonality2","Drug A"
0.056598684027872,0.136934180494692,0.225588454116035,32,"Fitness","sesonality2","Drug A"
0.0600139686452938,0.141718644394643,0.231680099743067,33,"Fitness","sesonality2","Drug A"
0.0606375375373558,0.140370346483283,0.2306025869751,34,"Fitness","sesonality2","Drug A"
0.0651704674864191,0.144878013549056,0.234046293757497,35,"Fitness","sesonality2","Drug A"
0.0662951213125303,0.147206001505303,0.234683620398598,36,"Fitness","sesonality2","Drug A"
0.068704887002617,0.149619210723178,0.238174312958108,37,"Fitness","sesonality2","Drug A"
0.0726476156552319,0.150733944251166,0.240045904836441,38,"Fitness","sesonality2","Drug A"
0.0741133189542551,0.15514826824618,0.241919240254699,39,"Fitness","sesonality2","Drug A"
NA,NA,NA,40,"Fitness","sesonality2","Drug A"
-0.039000926289145,-0.0170352117652826,0.00844135686281973,1,"Access","sesonality2","Drug A"
-0.032110193331441,-0.0104335711213342,0.0158827058428207,2,"Access","sesonality2","Drug A"
-0.0251297800746782,-0.00307531304175207,0.0227102393143319,3,"Access","sesonality2","Drug A"
-0.0173777990649228,0.00557090500917882,0.0317662117719928,4,"Access","sesonality2","Drug A"
-0.0105872007140672,0.0126816022960887,0.0390284550395706,5,"Access","sesonality2","Drug A"
-0.00388241862482769,0.0197990119892742,0.0468014722366625,6,"Access","sesonality2","Drug A"
0.00515490848996955,0.0293283047202065,0.0566514901248584,7,"Access","sesonality2","Drug A"
0.0130612680547757,0.0382962734161957,0.0651730671430257,8,"Access","sesonality2","Drug A"
0.0218887340466796,0.0474889832860812,0.074718325559752,9,"Access","sesonality2","Drug A"
0.0290903126039979,0.0555158869370375,0.0827114958336165,10,"Access","sesonality2","Drug A"
0.0379686137678514,0.0642023149937376,0.0911784430599918,11,"Access","sesonality2","Drug A"
0.0447423581447732,0.0723373866174452,0.0997129385727876,12,"Access","sesonality2","Drug A"
0.0534781952094117,0.080498183484457,0.108893224389629,13,"Access","sesonality2","Drug A"
0.0619066377331023,0.089436287673804,0.1171104036709,14,"Access","sesonality2","Drug A"
0.0687705905749758,0.0985142403759796,0.126276453315222,15,"Access","sesonality2","Drug A"
0.0752873719789927,0.105542644412825,0.133464020749707,16,"Access","sesonality2","Drug A"
0.0838445136611483,0.113576354881261,0.14145024138033,17,"Access","sesonality2","Drug A"
0.0909818249523456,0.122476889708461,0.150057477331901,18,"Access","sesonality2","Drug A"
0.100348508406522,0.131113439348858,0.158951111161241,19,"Access","sesonality2","Drug A"
0.104904544053008,0.138799947976914,0.166739145708959,20,"Access","sesonality2","Drug A"
0.111090868665789,0.145946540508942,0.175059506666659,21,"Access","sesonality2","Drug A"
0.11833894649986,0.154719568344005,0.183374231044148,22,"Access","sesonality2","Drug A"
0.119686759780898,0.161208144608215,0.190210918031746,23,"Access","sesonality2","Drug A"
0.133869679593856,0.170346111659446,0.199433418506449,24,"Access","sesonality2","Drug A"
0.142491737323975,0.179030352043496,0.207085291840788,25,"Access","sesonality2","Drug A"
0.144161366603858,0.186188915888679,0.215095427148479,26,"Access","sesonality2","Drug A"
0.151757927441481,0.194940251797311,0.223788164062455,27,"Access","sesonality2","Drug A"
0.157629317101526,0.202086056916871,0.231525032134466,28,"Access","sesonality2","Drug A"
0.163480870715704,0.210104937948415,0.239502222762238,29,"Access","sesonality2","Drug A"
0.169560432283265,0.2189421447635,0.247739641801355,30,"Access","sesonality2","Drug A"
0.172446072863681,0.225511088014156,0.255660411016163,31,"Access","sesonality2","Drug A"
0.178842158773011,0.233452673561103,0.263153356966906,32,"Access","sesonality2","Drug A"
0.183479935413891,0.240593479410708,0.270425191846693,33,"Access","sesonality2","Drug A"
0.187590933814843,0.248229325760823,0.278509865187477,34,"Access","sesonality2","Drug A"
0.192641341097599,0.25568764006948,0.285705497307167,35,"Access","sesonality2","Drug A"
0.191042884028362,0.261758158178085,0.292383763770045,36,"Access","sesonality2","Drug A"
0.20651956740643,0.270017388264677,0.300439142884167,37,"Access","sesonality2","Drug A"
0.207006371887216,0.275307222606632,0.305677056630237,38,"Access","sesonality2","Drug A"
0.213861834157458,0.281861475628731,0.311807847229316,39,"Access","sesonality2","Drug A"
NA,NA,NA,40,"Access","sesonality2","Drug A"
0.0563355771675552,0.15060329628674,0.253017534937345,1,"eir","sesonality2","Drug A"
0.0503648531917459,0.143594087217267,0.246688448906222,2,"eir","sesonality2","Drug A"
0.0419193263731019,0.135152954052123,0.235788572646069,3,"eir","sesonality2","Drug A"
0.0363068597746909,0.128602870385416,0.225544252424616,4,"eir","sesonality2","Drug A"
0.0339854687785256,0.119800821216549,0.217866158946524,5,"eir","sesonality2","Drug A"
0.0291605263396117,0.113149443157376,0.209487817830317,6,"eir","sesonality2","Drug A"
0.0317123240144387,0.114438495229074,0.207811000272591,7,"eir","sesonality2","Drug A"
0.0331762770026905,0.115838831880846,0.207462803014578,8,"eir","sesonality2","Drug A"
0.0305183396062273,0.111399601866586,0.203483037966158,9,"eir","sesonality2","Drug A"
0.0300309307783827,0.109146370793086,0.199029489723121,10,"eir","sesonality2","Drug A"
0.0294968001334419,0.108902563380119,0.199128256879434,11,"eir","sesonality2","Drug A"
0.0253432570626778,0.102531317337828,0.197243750257432,12,"eir","sesonality2","Drug A"
0.0261393434245026,0.107051354980377,0.199658000861346,13,"eir","sesonality2","Drug A"
0.0244426966439607,0.105578162379117,0.197388877829648,14,"eir","sesonality2","Drug A"
0.0232233878907894,0.104973696387461,0.194803587438985,15,"eir","sesonality2","Drug A"
0.0236941920587779,0.105513225565485,0.198011214329592,16,"eir","sesonality2","Drug A"
0.0234259101566159,0.103849208794475,0.195743618511112,17,"eir","sesonality2","Drug A"
0.0242709409843277,0.106348795800599,0.1990455846274,18,"eir","sesonality2","Drug A"
0.0243908325752897,0.105279722166872,0.197758251222977,19,"eir","sesonality2","Drug A"
0.0259901308279756,0.10670618819,0.200826764360418,20,"eir","sesonality2","Drug A"
0.0266045013062954,0.108002670931414,0.200634621839238,21,"eir","sesonality2","Drug A"
0.0252039912601093,0.105974309610692,0.197452486301233,22,"eir","sesonality2","Drug A"
0.0240810880873991,0.103692090211776,0.194623576549114,23,"eir","sesonality2","Drug A"
0.0260061859394009,0.10464828474393,0.197241149205917,24,"eir","sesonality2","Drug A"
0.0264243433509176,0.107389029306925,0.198576176844146,25,"eir","sesonality2","Drug A"
0.0258942832463024,0.106342130233577,0.198599982777339,26,"eir","sesonality2","Drug A"
0.0274927461586645,0.106427222765536,0.197280242466449,27,"eir","sesonality2","Drug A"
0.0294006825742654,0.111003309277137,0.201296595592056,28,"eir","sesonality2","Drug A"
0.0292502328388721,0.108803812917938,0.202134699445641,29,"eir","sesonality2","Drug A"
0.0292381158480921,0.109351845807787,0.199955904208582,30,"eir","sesonality2","Drug A"
0.0306211733602807,0.112817762354429,0.203855774424111,31,"eir","sesonality2","Drug A"
0.0301651856063968,0.108846903382065,0.200888783573915,32,"eir","sesonality2","Drug A"
0.0309513911906687,0.114831720122493,0.203388800184204,33,"eir","sesonality2","Drug A"
0.0306912075557832,0.112367951738033,0.200924491628475,34,"eir","sesonality2","Drug A"
0.0289965607342101,0.110289605935989,0.199069557521572,35,"eir","sesonality2","Drug A"
0.0304536620312396,0.112167173438263,0.200316802659198,36,"eir","sesonality2","Drug A"
0.033499310018347,0.113700802683332,0.200730730721866,37,"eir","sesonality2","Drug A"
0.0343282847477997,0.111657303816385,0.198114614595958,38,"eir","sesonality2","Drug A"
0.0367405495110615,0.113371858907274,0.196913031434532,39,"eir","sesonality2","Drug A"
NA,NA,NA,40,"eir","sesonality2","Drug A"
0.0312824780796901,0.112382387395155,0.204872817436552,1,"IC50_S","sesonality2","Drug A"
0.0290540420061048,0.11115529016053,0.203950410761928,2,"IC50_S","sesonality2","Drug A"
0.0285211949259362,0.110295433273465,0.203101218104662,3,"IC50_S","sesonality2","Drug A"
0.0292623987007709,0.112981779501217,0.203103536852833,4,"IC50_S","sesonality2","Drug A"
0.0298045013147332,0.112957578884285,0.204689759680389,5,"IC50_S","sesonality2","Drug A"
0.0289467276636802,0.111361337436207,0.204147147782516,6,"IC50_S","sesonality2","Drug A"
0.026479914985175,0.108180537906384,0.201538238229763,7,"IC50_S","sesonality2","Drug A"
0.0308082190281855,0.11363735244006,0.205554358974017,8,"IC50_S","sesonality2","Drug A"
0.0271823057812632,0.109994666390908,0.203893750485013,9,"IC50_S","sesonality2","Drug A"
0.0300861707825746,0.112058247567353,0.203309886852451,10,"IC50_S","sesonality2","Drug A"
0.0280282114503849,0.10886411903034,0.201904351245384,11,"IC50_S","sesonality2","Drug A"
0.0274839616958154,0.109143993791866,0.203129828877218,12,"IC50_S","sesonality2","Drug A"
0.0304614146966948,0.113020583346294,0.202279333153433,13,"IC50_S","sesonality2","Drug A"
0.0277448425896671,0.110414638614486,0.20461912864851,14,"IC50_S","sesonality2","Drug A"
0.0299993393761124,0.112525772074936,0.203947266597952,15,"IC50_S","sesonality2","Drug A"
0.0288299633080274,0.111653546939962,0.204007541360095,16,"IC50_S","sesonality2","Drug A"
0.0292081566011992,0.112137845570705,0.206001858462112,17,"IC50_S","sesonality2","Drug A"
0.0290343829676362,0.111169151473492,0.20381692000905,18,"IC50_S","sesonality2","Drug A"
0.0287865166850435,0.111556591344949,0.202884123311037,19,"IC50_S","sesonality2","Drug A"
0.0272074533288204,0.108600558908515,0.200511076009816,20,"IC50_S","sesonality2","Drug A"
0.0296840781207377,0.111754691641933,0.2068201622677,21,"IC50_S","sesonality2","Drug A"
0.0318638402948602,0.113995622038181,0.20585028351394,22,"IC50_S","sesonality2","Drug A"
0.0295820870399569,0.111921772036802,0.205010420907744,23,"IC50_S","sesonality2","Drug A"
0.0297349458722538,0.109843971352029,0.204486174597071,24,"IC50_S","sesonality2","Drug A"
0.032451238645361,0.115608073809481,0.208274035370525,25,"IC50_S","sesonality2","Drug A"
0.0334909998602916,0.115447213811767,0.208069444305832,26,"IC50_S","sesonality2","Drug A"
0.0296633843199987,0.111997846294017,0.206975023673405,27,"IC50_S","sesonality2","Drug A"
0.0297177968098765,0.111442346274274,0.204666860654896,28,"IC50_S","sesonality2","Drug A"
0.0306306087824949,0.112757117407024,0.205488963714629,29,"IC50_S","sesonality2","Drug A"
0.0299811541462685,0.114211339987762,0.207426659850275,30,"IC50_S","sesonality2","Drug A"
0.0319841048352577,0.114400932584079,0.20649688947844,31,"IC50_S","sesonality2","Drug A"
0.0307268144019207,0.112050248123298,0.202988813279661,32,"IC50_S","sesonality2","Drug A"
0.0308702677580196,0.113393911296433,0.204631967456448,33,"IC50_S","sesonality2","Drug A"
0.0326718132213281,0.113766795762437,0.205733400560391,34,"IC50_S","sesonality2","Drug A"
0.0278416986119496,0.109340744328168,0.201039596348883,35,"IC50_S","sesonality2","Drug A"
0.0333500114084723,0.114825436068858,0.203953540294578,36,"IC50_S","sesonality2","Drug A"
0.0316242334162457,0.112104717708341,0.202789705653693,37,"IC50_S","sesonality2","Drug A"
0.0304304371484216,0.110253757032691,0.200873580457663,38,"IC50_S","sesonality2","Drug A"
0.0348359438259869,0.114498607834384,0.202514910524238,39,"IC50_S","sesonality2","Drug A"
NA,NA,NA,40,"IC50_S","sesonality2","Drug A"
-0.065366027320855,-0.039600085739488,-0.00935842335209008,1,"Resistance level of drug A","sesonality2","Drug A"
-0.0606775464623978,-0.0340782689808263,-0.0023831935888665,2,"Resistance level of drug A","sesonality2","Drug A"
-0.0541836156060891,-0.0255457846913695,0.00781785056859503,3,"Resistance level of drug A","sesonality2","Drug A"
-0.0436390440580909,-0.0137388345069736,0.0222146734602243,4,"Resistance level of drug A","sesonality2","Drug A"
-0.0316768528329684,5.46503942678161e-05,0.040043343289147,5,"Resistance level of drug A","sesonality2","Drug A"
-0.0174362032777517,0.0174690242095207,0.0599331136202376,6,"Resistance level of drug A","sesonality2","Drug A"
0.000426134037173832,0.0390507632636261,0.0830141552749506,7,"Resistance level of drug A","sesonality2","Drug A"
0.017875937899719,0.0603211037340922,0.10832009078696,8,"Resistance level of drug A","sesonality2","Drug A"
0.0335492105834797,0.0824166467964982,0.132897434713754,9,"Resistance level of drug A","sesonality2","Drug A"
0.0476675350250429,0.103639584417561,0.156049496077134,10,"Resistance level of drug A","sesonality2","Drug A"
0.056964827353295,0.116995617442852,0.173369324184778,11,"Resistance level of drug A","sesonality2","Drug A"
0.0636138671347374,0.129803360038178,0.188864907749319,12,"Resistance level of drug A","sesonality2","Drug A"
0.0688388329549908,0.142358985006022,0.203764634246232,13,"Resistance level of drug A","sesonality2","Drug A"
0.0690908836486196,0.145862475036283,0.211574127326378,14,"Resistance level of drug A","sesonality2","Drug A"
0.0686021710186047,0.145997119599934,0.216746750452023,15,"Resistance level of drug A","sesonality2","Drug A"
0.0649943893095563,0.147138076827179,0.220465128574746,16,"Resistance level of drug A","sesonality2","Drug A"
0.0669981585711199,0.14996878484794,0.225901613625841,17,"Resistance level of drug A","sesonality2","Drug A"
0.0666414700962906,0.147751693715037,0.226614571706459,18,"Resistance level of drug A","sesonality2","Drug A"
0.0682984503757342,0.148867666613734,0.225911476043229,19,"Resistance level of drug A","sesonality2","Drug A"
0.0667831576045207,0.149599474136105,0.230027443653685,20,"Resistance level of drug A","sesonality2","Drug A"
0.0679804212426351,0.148926939653262,0.230483471914764,21,"Resistance level of drug A","sesonality2","Drug A"
0.0683866275743659,0.152355444710595,0.229955130269301,22,"Resistance level of drug A","sesonality2","Drug A"
0.0692164550171865,0.151656187485397,0.230081194961849,23,"Resistance level of drug A","sesonality2","Drug A"
0.070915517168233,0.152815525923926,0.231600702105896,24,"Resistance level of drug A","sesonality2","Drug A"
0.0709059196024576,0.153173095513162,0.233368715165261,25,"Resistance level of drug A","sesonality2","Drug A"
0.0718213410653981,0.155102565065199,0.235113550119353,26,"Resistance level of drug A","sesonality2","Drug A"
0.0722426827032887,0.155634827570665,0.233927191199548,27,"Resistance level of drug A","sesonality2","Drug A"
0.0722784669964738,0.1561325432961,0.237839639717895,28,"Resistance level of drug A","sesonality2","Drug A"
0.072833353097127,0.156206731696899,0.236265010264882,29,"Resistance level of drug A","sesonality2","Drug A"
0.0708333676336871,0.154684321600895,0.237991777975313,30,"Resistance level of drug A","sesonality2","Drug A"
0.0716808893791568,0.156410476959821,0.23593531200028,31,"Resistance level of drug A","sesonality2","Drug A"
0.0723457382282059,0.158427648690191,0.237904601377721,32,"Resistance level of drug A","sesonality2","Drug A"
0.0749496675366533,0.160556803087616,0.241931609532981,33,"Resistance level of drug A","sesonality2","Drug A"
0.0716589046062699,0.160084619915063,0.243018928954885,34,"Resistance level of drug A","sesonality2","Drug A"
0.0731964451596056,0.158495181577059,0.24124390792295,35,"Resistance level of drug A","sesonality2","Drug A"
0.0768767021652852,0.16326773469007,0.244790692918192,36,"Resistance level of drug A","sesonality2","Drug A"
0.0760932622922595,0.165390680773872,0.247277349772615,37,"Resistance level of drug A","sesonality2","Drug A"
0.0755387281522514,0.163491234718987,0.246898215349685,38,"Resistance level of drug A","sesonality2","Drug A"
0.0781589641866415,0.163981599935766,0.24594865222573,39,"Resistance level of drug A","sesonality2","Drug A"
NA,NA,NA,40,"Resistance level of drug A","sesonality2","Drug A"
0.0521964047701999,0.130868589540821,0.221542132028813,1,"half_life","sesonality2","Drug A"
0.0546659367682302,0.134581714008211,0.225427540372621,2,"half_life","sesonality2","Drug A"
0.0510195980920584,0.133218212930104,0.223256271445349,3,"half_life","sesonality2","Drug A"
0.0511939440910361,0.130307170308597,0.220826309978304,4,"half_life","sesonality2","Drug A"
0.0491416599146057,0.12921556561295,0.220769801970108,5,"half_life","sesonality2","Drug A"
0.0484322495359748,0.128503563826874,0.219945802847255,6,"half_life","sesonality2","Drug A"
0.0481386691294866,0.127717843419286,0.21929883950269,7,"half_life","sesonality2","Drug A"
0.0472718388898591,0.126839430339498,0.218353102153779,8,"half_life","sesonality2","Drug A"
0.0452075854676556,0.124936165824812,0.215496329453957,9,"half_life","sesonality2","Drug A"
0.0426849773631946,0.121231902080801,0.213751892076059,10,"half_life","sesonality2","Drug A"
0.0417080545458588,0.123221090528449,0.21427679966926,11,"half_life","sesonality2","Drug A"
0.0419217117395016,0.122581159050547,0.211926653570792,12,"half_life","sesonality2","Drug A"
0.0388908968202589,0.117535508453118,0.208970623866757,13,"half_life","sesonality2","Drug A"
0.0362016032634286,0.115585936261545,0.208431513356651,14,"half_life","sesonality2","Drug A"
0.0330657014814293,0.114885646020878,0.206545310357081,15,"half_life","sesonality2","Drug A"
0.0332162790817192,0.112049132440484,0.202417873877575,16,"half_life","sesonality2","Drug A"
0.0320975080746677,0.113503082483919,0.20289363586714,17,"half_life","sesonality2","Drug A"
0.0301221415603551,0.111240362968536,0.20402161820547,18,"half_life","sesonality2","Drug A"
0.0278976475590043,0.109773107262309,0.200464825265988,19,"half_life","sesonality2","Drug A"
0.0262541188745927,0.106809654379413,0.201016070533116,20,"half_life","sesonality2","Drug A"
0.0239876151738786,0.105319619355368,0.199679970714496,21,"half_life","sesonality2","Drug A"
0.0217748163522503,0.103621135701438,0.196791729746262,22,"half_life","sesonality2","Drug A"
0.0235074211466503,0.10692410342262,0.200416893403314,23,"half_life","sesonality2","Drug A"
0.02237297201322,0.104916252164076,0.197110747277694,24,"half_life","sesonality2","Drug A"
0.0181126618567204,0.0998797384925477,0.193751648293063,25,"half_life","sesonality2","Drug A"
0.0188248878907045,0.102179059580011,0.19619723574009,26,"half_life","sesonality2","Drug A"
0.0180191177912938,0.103372332869574,0.196057682181905,27,"half_life","sesonality2","Drug A"
0.016795171964283,0.100252689193655,0.194210485376709,28,"half_life","sesonality2","Drug A"
0.0177386349096538,0.101013757885866,0.193296975601811,29,"half_life","sesonality2","Drug A"
0.0172696044498098,0.099103789796592,0.192037453800403,30,"half_life","sesonality2","Drug A"
0.016857178378978,0.099681774851201,0.194710762908823,31,"half_life","sesonality2","Drug A"
0.0144895039938022,0.0974661173509797,0.191671553533716,32,"half_life","sesonality2","Drug A"
0.0122829628683989,0.0979720917960492,0.192223585488593,33,"half_life","sesonality2","Drug A"
0.0156770982616266,0.0998635610061191,0.19384363014406,34,"half_life","sesonality2","Drug A"
0.0141313182892232,0.101611403372478,0.192862214725235,35,"half_life","sesonality2","Drug A"
0.012642920104632,0.0984029113055709,0.193681529837007,36,"half_life","sesonality2","Drug A"
0.0151509479450349,0.0991169323627857,0.194177715983701,37,"half_life","sesonality2","Drug A"
0.01330749854307,0.0979816579200368,0.192031389149474,38,"half_life","sesonality2","Drug A"
0.0157405219347865,0.0994647737758514,0.195878847643793,39,"half_life","sesonality2","Drug A"
NA,NA,NA,40,"half_life","sesonality2","Drug A"
0.0350867348369865,0.115170276418989,0.206275212216819,1,"MKR","sesonality2","Drug A"
0.0333549799281526,0.115099716444897,0.206201664745594,2,"MKR","sesonality2","Drug A"
0.035303346640484,0.117523817646611,0.207015440534887,3,"MKR","sesonality2","Drug A"
0.0321631837397556,0.113704347059411,0.204621123567971,4,"MKR","sesonality2","Drug A"
0.0335093621857683,0.116949279632704,0.207439114516341,5,"MKR","sesonality2","Drug A"
0.0315029869597712,0.115574656206063,0.207235717462475,6,"MKR","sesonality2","Drug A"
0.0321529019231587,0.11521184485986,0.209527870604976,7,"MKR","sesonality2","Drug A"
0.0324826122971391,0.113842151139314,0.207129477431587,8,"MKR","sesonality2","Drug A"
0.0315251437049614,0.111939027671984,0.203794212657223,9,"MKR","sesonality2","Drug A"
0.0353507729319944,0.118234547422563,0.211405273430576,10,"MKR","sesonality2","Drug A"
0.0324715287843012,0.114901325479604,0.210531860969888,11,"MKR","sesonality2","Drug A"
0.0325321946882422,0.113742710664094,0.207888346859205,12,"MKR","sesonality2","Drug A"
0.0314913448824516,0.113935271058397,0.208125816924278,13,"MKR","sesonality2","Drug A"
0.0313958431049168,0.114789517532166,0.208933989018371,14,"MKR","sesonality2","Drug A"
0.0318432641994219,0.114613405932232,0.205831157648816,15,"MKR","sesonality2","Drug A"
0.0279887824764987,0.111205472557454,0.204157330360427,16,"MKR","sesonality2","Drug A"
0.0301043771329872,0.112287231727273,0.204226350027426,17,"MKR","sesonality2","Drug A"
0.0283215241841988,0.11420923488161,0.206109000806027,18,"MKR","sesonality2","Drug A"
0.0304874369818899,0.112493619100676,0.205147519461437,19,"MKR","sesonality2","Drug A"
0.0269334812245726,0.110463527521517,0.205144470781589,20,"MKR","sesonality2","Drug A"
0.0273342705039027,0.11165899108737,0.203609298404253,21,"MKR","sesonality2","Drug A"
0.0292042531288431,0.110504531195141,0.20349945694743,22,"MKR","sesonality2","Drug A"
0.029150020232844,0.109925385279409,0.203301060493917,23,"MKR","sesonality2","Drug A"
0.0293921858794095,0.113158927003496,0.204376875594241,24,"MKR","sesonality2","Drug A"
0.0276908589752384,0.109394837877164,0.200129670806712,25,"MKR","sesonality2","Drug A"
0.028473030571375,0.112481975873033,0.2043829444828,26,"MKR","sesonality2","Drug A"
0.0274139415033643,0.109706616785193,0.203988329261208,27,"MKR","sesonality2","Drug A"
0.0307489193139232,0.111900571936552,0.203653708416066,28,"MKR","sesonality2","Drug A"
0.0270251162541238,0.108396285099115,0.201874981443208,29,"MKR","sesonality2","Drug A"
0.0268392399087038,0.10798269003269,0.201463098145277,30,"MKR","sesonality2","Drug A"
0.0276846916158379,0.111008017514929,0.203041485342139,31,"MKR","sesonality2","Drug A"
0.0269617348117975,0.108399775308986,0.200619333047222,32,"MKR","sesonality2","Drug A"
0.0274183395748619,0.109555482616932,0.201031192014433,33,"MKR","sesonality2","Drug A"
0.0277617855503207,0.108182359468555,0.200308068330629,34,"MKR","sesonality2","Drug A"
0.0267257056443198,0.106854706118933,0.198050855139154,35,"MKR","sesonality2","Drug A"
0.0265202112723355,0.106135404408907,0.196001030255033,36,"MKR","sesonality2","Drug A"
0.0294909749293005,0.110999231360092,0.199532272348218,37,"MKR","sesonality2","Drug A"
0.0284383977417634,0.109048502412722,0.199494041209158,38,"MKR","sesonality2","Drug A"
0.0290596693785349,0.109952001513625,0.201089409265855,39,"MKR","sesonality2","Drug A"
NA,NA,NA,40,"MKR","sesonality2","Drug A"
0.0278294585965142,0.108071962566452,0.200818687332585,1,"Diagnostic","sesonality2","Drug A"
0.0283163993460205,0.10958748330268,0.201147348868676,2,"Diagnostic","sesonality2","Drug A"
0.027674761992907,0.108491688518934,0.203203435089414,3,"Diagnostic","sesonality2","Drug A"
0.0289779335844297,0.109719814554447,0.203938920575823,4,"Diagnostic","sesonality2","Drug A"
0.0268568031032865,0.111480777718432,0.204290862889964,5,"Diagnostic","sesonality2","Drug A"
0.029958018315355,0.113679767932434,0.20608084932069,6,"Diagnostic","sesonality2","Drug A"
0.0289112042339889,0.111989201027782,0.205092627521037,7,"Diagnostic","sesonality2","Drug A"
0.0273021434063682,0.112604347376065,0.206344732739318,8,"Diagnostic","sesonality2","Drug A"
0.0267476668951177,0.109704944558551,0.203873931535611,9,"Diagnostic","sesonality2","Drug A"
0.0290855344569164,0.111206454519644,0.203954857453529,10,"Diagnostic","sesonality2","Drug A"
0.0283022789387586,0.111484121913164,0.205027179972697,11,"Diagnostic","sesonality2","Drug A"
0.0281736333266505,0.110776183175372,0.203981679776825,12,"Diagnostic","sesonality2","Drug A"
0.032342625204213,0.115764141508572,0.206101533454958,13,"Diagnostic","sesonality2","Drug A"
0.0285757617523256,0.113140794333198,0.206483528325618,14,"Diagnostic","sesonality2","Drug A"
0.028399803010112,0.109094740568694,0.202689791451512,15,"Diagnostic","sesonality2","Drug A"
0.0293617095450846,0.109439644862286,0.204370738721453,16,"Diagnostic","sesonality2","Drug A"
0.027385694677143,0.110455571291141,0.202483375703836,17,"Diagnostic","sesonality2","Drug A"
0.0300624079256238,0.111143398243132,0.202052300392189,18,"Diagnostic","sesonality2","Drug A"
